357,US,"Lush aromatics conjure up dreams of strawberry cream. This is quite pretty, with perfect balance among its components of fruit, acid and tannin, set comfortably in a compact frame.",,91,42.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Big Table Farm
358,Italy,"Enticing aromas of crushed rose, red berry, wild mint, menthol and a hint of oak come together. The linear, focused palate offers raw red cherry, strawberry, white pepper, licorice and chopped sage accompanied by tightly knit, close-grained tannins and bright acidity. Drink 2019–2026.",Parej,91,85.0,Piedmont,Barolo,,Nebbiolo,Icardi
359,Spain,"Ripe berry aromas blend nicely with earthy leathery scents. With a full and easy palate, this generous Crianza delivers blackberry and chocolate flavors that veer toward raisin and prune, especially on the finish, which is lightly toasted and dense in feel. Drink through 2019.",Crianza,91,32.0,Northern Spain,Ribera del Duero,,Tempranillo,Matarromera
360,US,"Cedar, cherry, black olive, wet earth, green olive and freshly plucked plum pop on the nose of this bottling. The palate shows lots of ripe black cherry down the middle, but is surrounded by a tangy green olive and an underripe-berry character, whose tartness enlivens the mouth.",Cuore della Vigne,90,41.0,California,Paso Robles,Central Coast,Red Blend,Le Vigne
361,US,"One of the few in California to use this grape, winemaker Ryan Pease makes a great case for more in this bottling, which shows broad lemon curd, soft apple flesh and Anjou pear on the nose. There is ripe stone fruit on the tangy palate, but it's bone dry and grippy with chalky texture.",Kiler Grove Vineyard,90,27.0,California,Paso Robles Willow Creek District,Central Coast,Ugni Blanc,Paix Sur Terre
362,US,"Much like its companion from the Revelation & Sorek Bloc, this offers well-endowed flavors of melon and white peach, along with a touch of citrus. There is a sense of higher acidity, along with lower listed alcohol, rather counter-intuitive as this is the reserve. Pick either one and you'll be pleased.",Winemaker's Reserve,90,29.0,Oregon,Umpqua Valley,Southern Oregon,Grüner Veltliner,Reustle
363,France,"The Pinot-ness of this wine is undeniable: its structure is of velvet, and its aromas convey freshly turned earth, autumnal oak leaf and subdued red-cherry fruit. There is a depth that evokes deep forests. Have this with furred or feathered game.",Galets Oligocène,90,33.0,Alsace,Alsace,,Pinot Noir,Domaine Bott-Geyl
364,France,"This is a blend from most parts of the village, with fruit from 14 different parcels. It is solid and firm while also having great swathes of raspberries and red plums laced together with acidity. The aftertaste is perfumed with a fresh lift. Drink from 2018",,90,70.0,Burgundy,Gevrey-Chambertin,,Pinot Noir,Domaine Faiveley
365,US,This new sister label from Elk Cove offers 100% Willamette Valley Pinot Noir at an everyday price. Fresh cranberry and raspberry fruit is framed by herb-tinged tannins. The immaculate craftsmanship and clean direct flavors are light years beyond budget Pinot Noir from most other regions. This is your perfect salmon wine.,,90,19.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Pike Road
366,Italy,"Red berry, rose and clove are some of the aromas you'll find on this bright, supple red. The smooth palate offers juicy black cherry, crushed strawberry and white pepper alongside fresh acidity. A mineral vein underscores the savory flavors and energizes the finish. It's made to be drunk young so enjoy soon. Drink through 2018.",,90,22.0,Sicily & Sardinia,Vittoria,,Frappato,Planeta
367,Germany,"Ruddy black plums and blackberries scent this lusciously ripe, rich Lemberger. It's irresistibly fruity, yet anchored by a savory edge of bramble and dried herb along with crisp cranberry acidity freshening the finish. Drink now through 2021.",Dry,90,25.0,Württemberg,,,Lemberger,Schnaitmann
368,France,"Translucent, fresh aromatics, like green pears glimpsed through clear water, characterize this wine. There's also an herbal edge of fresh, green foliage on this slender and refreshing wine. The limpid purity is very convincing.",Vieilles Vignes,90,27.0,Alsace,Alsace,,Sylvaner,Domaine Ostertag
369,France,"The slightest whiff of pepper on the nose leads to a spiced, leesy and slender palate on this unusual Alsace resident: it's Switzerland's Chasselas making an appearance. This is slender and while the nose is shy, the palate provides ample textures. Make as a local and have this with fresh white asparagus. The wine has a great acidic spine and luminous freshness.",Vieilles Vignes,90,22.0,Alsace,Alsace,,Chasselas,Domaine Schoffit
370,France,"The nose is like pear juice spilled onto warm earth, while the palate is more citrus-focused. A seam of almost tropical acidity links lemon to notes of pineapple, lifted by joyful freshness.",Zind,90,30.0,Alsace,Alsace,,Alsace white blend,Domaine Zind-Humbrecht
371,US,"Fresh cut pear fruit flavors carry this wine. It's crisp and clean, with fresh fruit balanced against natural acidity. Drink it now while the freshness is paramount.",,90,15.0,Oregon,Oregon,Oregon Other,Pinot Gris,Firesteed
372,US,"Planted with eight grapes, including the three Pinot “sisters”—Blanc, Gris and Noir—this site is located just below Archery Summit in the heart of the Dundee Hills. The pale, pretty rosé hue introduces this most elegant and restrained of the winery's vineyard selections. It's a velvety, finesse wine, with delicate flavors of rhubarb, cinnamon, cardamom and cocoa.",Sisters Estate,90,45.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,The Eyrie Vineyards
373,France,"With some firm structure, this wine also has great fruitiness. It offers plenty of raspberry fruits, good acidity and a solid texture of tannins. The acidity keeps the wine perfumed and fresh. Drink the wine from 2019.",Domaine du Pavillon Clos des Ursulines,90,80.0,Burgundy,Pommard,,Pinot Noir,Albert Bichot
374,Italy,"Enticing scents of spring flower, beeswax and orchard fruit come together in the glass. The elegant, linear palate shows juicy lemon, nectarine, hazelnut and a saline note framed in firm acidity. It closes crisp and clean.",Adenzia,90,,Sicily & Sardinia,Sicilia,,White Blend,Baglio del Cristo di Campobello
375,Italy,"Made with 60% Moscato di Alessandria and 40% Albanello, this earthy, intriguing white offers penetrating aromas of pressed wild flower, vineyard dust, orchard fruit and dried aromatic herb. The pervasive floral scent follows through to the mineral-driven palate along with dried peach, candied nectarine zest and chopped sage. Quality has improved immensely since the producer transferred to her spacious new cellars.",SP68 Bianco,90,,Sicily & Sardinia,Terre Siciliane,,White Blend,Occhipinti
376,US,"Not such a rarity these days, Albariño is turning heads in California and Oregon. This tart, juicy, and deliciously fresh effort is loaded with tangy citrus and green apple fruit. It's leesy and textural, tasting of wet stones: in sum, a wonderfully refreshing summer white.",,90,18.0,Oregon,Oregon,Oregon Other,Albariño,J. Scott Cellars
377,Italy,"Lightly scented, this opens with aromas of yellow stone fruit, citrus and a whiff of aromatic herb. The bright, medium-bodied palate offers creamy peach, mature green apple and a hint of nectarine while a mineral note fills in the juicy finish.",,90,19.0,Southern Italy,Greco di Tufo,,Greco,Villa Raiano
378,Germany,"Apple, pear and stone-fruit flavors are vibrant and fresh from nose to finish of this delicately sweet Kabinett. It offers uncomplicated refreshment, but is anchored with taut acidity and honed, steely minerality. The finish is long and persistent.",Bernkasteler Badstube Kabinett,90,31.0,Mosel,,,Riesling,Dr. H. Thanisch (Erben Thanisch)
379,US,"A slightly herbal, minty character gives personality to this full-bodied, generous and richly textured wine. It is attractively dry, nicely tannic, layered with black cherry, wild berry and rosemary notes. Great to drink now through 2020 with rich meats or mushrooms.",,90,15.0,California,California,California Other,Cabernet Sauvignon,Hahn
380,US,"An ambitious, concentrated, but not oaky wine, this has a very dark color, aromas of black cherries, and ripe but dry flavors of blackberries and dark chocolate. It is medium to full bodied, framed by lots of fine-grained tannins and finishing with more dark fruit. It's a good wine to lay down and drink after 2019.",,90,15.0,California,North Coast,North Coast,Cabernet Sauvignon,Lyeth
381,US,"Made at an attractive price point, this wine delivers value and plenty of flavor, from blackberry jam to oak and black pepper. It's sturdy and structured, ready for the table or larger gathering.",Classic Collection,90,24.0,California,Napa Valley,Napa,Merlot,Napa Cellars
382,US,"From a valley-floor site, this blend of 70% Zinfandel and 30% Cabernet Sauvignon delights in a depth of blackberry and cedar, reflecting well on both varieties. Firm tannin and restrained oak provide room for a touch of gun smoke and pencil lead, with a lengthy finish.",Rector Creek Vineyard,90,80.0,California,Napa Valley,Napa,Red Blend,Paraduxx
383,Spain,"Aromas of plum, wild herbs and tobacco are mature and suggest that this is ready to drink. In the mouth, this is medium-bodied, with clarity and a sense of freshness. Plum, berry and cherry flavors finish in harmony. Drink through 2020.",Reserva,90,35.0,Northern Spain,Ribera del Duero,,Tempranillo,Quintana de Cue
384,Germany,"Quite rare in the U.S. market, this ripe richly berried wine is an excellent example of Frühburgunder, an early ripening mutation of Pinot Noir. Blackberry and plum flavors are fleshy and rich, offset by soft, sunny acidity and a supple silken mouthfeel. It's just faintly tannic and approachable now.",Trocken,90,40.0,Ahr,,,Früburgunder,Winzergenossenschaft Mayschoss-Altenahr
385,Spain,"Aromas of mulled black fruits, vanilla, tobacco, orange peel and earth are a touch jumbled, but compartmentalized—this smells nice. Wiry and fresh in feel, but with a slightly hollow midsection, this tastes peppery, oaky and like cherry and black plum. A toasty finish with snappy acidity solidifies this medium-weight La Mancha Tempranillo. Drink through 2019.",Orquestal,90,28.0,Central Spain,La Mancha,,Tempranillo,Casa del Valle
386,US,"From several vineyard sites and combining all five red Bordeaux varieties, this wine is fermented in stainless steel before it rests over two years in both French and American oak. Powerful, it retains an elegance amid a tannic, grippy entry of toasted oak and black cherry, and a rich textured finish accented in cinnamon and chocolate.",,90,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Freemark Abbey
387,US,"Grippy leather and tobacco provide a gravelly texture and burly nature to this medium-bodied wine, which finds its groove in the glass. Concentrated and dense, it offers smoother elements of black currant, cassis and leather on the finish.",Olson Vineyard,90,28.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Joleté
388,US,"A deep color and oodles of blackberry and boysenberry flavors lend a lot of impact to this full-bodied, ripe and almost jammy-tasting wine. It is generous, layered and concentrated but not overly serious in terms of tannins. Call it big but friendly.",The Truant,90,36.0,California,California,California Other,Rhône-style Red Blend,Prospect 772
389,US,"Seductive, spicy oak in the aromas and flavors puts a great spin on this medium-bodied, velvety smooth wine from a promising new winery in Northern California. Some ripe black-cherry and cranberry flavors chime in as well, supporting the toasted baguette, cedar and nutmeg nuances and layering seamlessly.",,90,40.0,California,Red Hills Lake County,Mendocino/Lake Counties,Cabernet Sauvignon,Boatique
390,US,"This is the Hearst family's run at a luxury-level Chardonnay, and it's a promising start, with creamy aromas of honeysuckle, light butter and citrus rinds. There's a touch of vanilla bean on the palate, which also shows apple ice cream, flashes of cinnamon and a firmly wound texture. It's delicate, clean, light and quaffable.",Proprietor's Reserve,90,50.0,California,Central Coast,Central Coast,Chardonnay,Hearst Ranch
391,US,"Juicy blackberry and blackcurrant mix with cocoa, cola and peppercorns on the nose of this densely layered wine. Flavors are deep and dark with tar, pencil shavings, dried blueberry, street asphalt and a strong umami character, still tightly wound at five years old. Let it breathe, or wait another couple years for optimal drinking.",Cabovation Destiny Vineyards Mt. Christo Block Reserve,90,75.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Hunt Cellars
392,Italy,"Tilled earth, ripe dark-skinned berry, leather and menthol aromas show this wine's Sangiovese pedigree. The robust, concentrated palate doles out crushed black cherry, raspberry jam, cinnamon, licorice and the warmth of evident alcohol—the latter a common characteristic of this hot vintage. Firm, ripe tannins provide the framework. Drink 2017–2021.",,90,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,La Fiorita
393,US,Aromas of fresh dill and other green herbs leap up from the glass. The plum flavors are pure and persistent. It's a unique expression of the variety.,Seven Hills Vineyard,90,46.0,Washington,Walla Walla Valley (WA),Columbia Valley,Malbec,Merry Cellars
394,Canada,"This Bordeaux-style blend is comprised of 44% Cabernet Sauvignon, 43% Merlot and 13% Cabernet Franc. The fruit flavors of raspberry and blackberry are light and tangy, the tannins mellow. A note of dark chocolate highlights the finish.",Compendium,90,70.0,British Columbia,Okanagan Valley,,Bordeaux-style Red Blend,Mission Hill
395,Spain,"Apple, lime and mineral aromas lend freshness to a mature nose. This feels round and plump, but well balanced due to fine acidity. Peach and citrus flavors are stony and finish with tropical notes of lychee and mango. Drink now.",Albariño de Fefiñanes,90,26.0,Galicia,Rías Baixas,,Albariño,Palacio de Fefiñanes
396,France,"This is a finely perfumed wine, rich in both structure and ripe fruits. It is smoothly textured, a full-bodied wine that has dark cherry flavors as well as a balanced layer of acidity. The wine is still young, juicy and will develop further, so drink from 2017.",Terre de Maimbray,90,,Loire Valley,Sancerre,,Pinot Noir,Pascal & Nicolas Reverdy
397,Italy,"Aromas of underbrush, charred earth, truffle, star anise and a hint of menthol come together in the glass. The ripe palate shows dried black cherry, blackberry jam, licorice and mocha alongside solid, assertive tannins. Drink 2019–2025.",Villa al Cortile Riserva,90,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,Piccini
398,Italy,"Aromas of espresso, underbrush, leather, dark spice, mature black-skinned fruit and a suggestion of oak lead the way. The firm palate offers dried black cherry, mocha, vanilla and star anise alongside fine-grained tannins that leave a dusty finish.",Riserva,90,75.0,Tuscany,Brunello di Montalcino,,Sangiovese,Pietranera
399,Moldova,"Aromas of lemon custard and pineapple are well-balanced in this blend of 50% Chardonnay, 45% Pinot Gris and 5% Pinot Blanc and the desert-them doesn't stop, as this white offers the palate a medley of crème brûlée, vanilla bean and lemon meringue pie.",Alb de Purcari,90,32.0,Moldova,,,White Blend,Purcari
400,Italy,"The aromas that come together are those of scorched earth, grilled porcini, roasted coffee bean and a bit of burnt rubber. The mature palate offers dried cherry, blackberry confiture, mocha, vanilla and a hint of game alongside tongue-drying tannins that clench the finish. Give this a few years to unfold then drink sooner rather than later.",Riserva,90,95.0,Tuscany,Brunello di Montalcino,,Sangiovese,Renieri
401,Italy,"Grilled herb, forest floor, scorched earth, cured meat and menthol aromas lead the way. The ripe palate offers juicy wild cherry, fleshy black raspberry, cinnamon, pipe tobacco and a confectionary note alongside firm, enveloping tannins. It's already accessible and will make fine near- to mid-term drinking.",,90,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,Podere Scopetone
402,Italy,"Engaging scents suggesting rose, iris, perfumed berry and Mediterranean herb meld together in the glass. The soft, bright palate offers red cherry, raspberry, a hint of tobacco and a coffee note alongside supple tannins.",,90,70.0,Tuscany,Brunello di Montalcino,,Sangiovese,Sesta di Sopra
403,US,"The nose on this creative blend of 52% Gewürztraminer, 25% Sauvignon Blanc and 23% Chenin Blanc is quite showy with peach, baked orange, apple blossom and honeysuckle notes. But the real star is the palate that is racy with sizzling energy and flavors of cut grass, lemongrass and sour-apple peels.",Trois Fleurs,90,20.0,California,Santa Ynez Valley,Central Coast,White Blend,Carlson
404,France,"Sourced from 50+ year-old vines in the commune of Sorgues, this aromatic blend of 60% Grenache, 20% Syrah and 20% Mourvèdre boasts hints of rosemary, bay leaf and clove. It's reasonably full bodied, with a long, drying finish that demands another year or two in the cellar or (preferably) some rare beef or lamb.",Cuvée Setier,90,27.0,Rhône Valley,Côtes du Rhône Villages,,Rhône-style Red Blend,Château Pégau
405,France,"This Costco brand has become a reliable source for bargain Châteauneuf-du-Pape. This vintage is a bit firmer and more tannic than others, but it still weaves together cherry and leather notes into a pleasing whole. It might need a year or two to soften, but it should provide good drinking through 2025.",Cuvée de Nalys,90,20.0,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style Red Blend,Kirkland Signature
406,US,"Malbec, Merlot and Petit Verdot are included in this wine that's black-purple in color, with a thick density to its dusty black fruit. Cedar, tar and tobacco weave in between blackberry and currant, finishing in a powerful grip of tannin.",Kate's + B's,90,75.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Medlock Ames
407,US,"A minuscule amount of this wine was made, all of it fermented entirely in stainless steel. The result is lively in mouthcoating acidity and refreshing swirls of light-bodied mandarin orange and lime.",New Generation,90,28.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Passaggio
408,US,"Grapes are sourced from both Stagecoach and Hyde vineyards in this wine that takes its time in the glass coming around. Funky brine and a tropical flourish open on the nose with a severity of oak that mellows slowly. Made in an opulent, full-bodied style, it'll pair well with buttery fare.",,90,60.0,California,Napa Valley,Napa,Chardonnay,Patland
409,US,"Tropical guava and mango surround a restrained cradling of French oak, only 15% of it new, in this easy-to-like, approachable wine. Wrappings of vanilla and honeysuckle complete the picture, with a straightforward, relatively lengthy finish.",Signpost,90,22.0,California,Sonoma Coast,Sonoma,Chardonnay,Trig Point
410,Spain,"The first thing that leaps at you on this oddball blend of Albillo, Sauvignon Blanc and Viognier is toasty oak, which overrides spice and apple aromas. In the mouth, this is full, resiny and grabby. Oak-driven flavors of vanilla, lees, peach and white pepper finish long, with elegance and a woody aftertaste.",Mirlo Blanco,90,49.0,Spain Other,Spain,,White Blend,Valquejigoso
411,Hungary,"This well-balanced wine has scents of finely ground black pepper, dried cherry, black plum and violets with flavors of plum, blackberry and tart cherry. The tannins are smooth and the finish is persistent.",Steiner,90,35.0,Sopron,,,Kekfrankos,Weninger
412,Italy,"Aromas of wild berry, thyme and a whiff of cellar floor lead the nose on this structured red while the full-bodied palate offers dried black cherry, white pepper, sage and anise. Tightly wound tannins provide framework. Give it a few years to unfurl then drink up.",,90,90.0,Tuscany,Brunello di Montalcino,,Sangiovese,Tenuta di Sesta
413,US,"Caramelized oak makes a statement in this wine that starts out richly and roundly, but finds a sense of balanced acidity in the glass. Medium bodied, it features classic notes of Meyer lemon and Gravenstein apple.",,90,30.0,California,Russian River Valley,Sonoma,Chardonnay,Terlato
414,US,"This straightforward wine shows an exuberance of toasted oak and grip at first before relaxing into its more mannered self, a twist of cedar and sage giving it a classic sensibility. Cassis and black cherry take on more power on the full-bodied palate, exhibiting the soft approachability of the appellation.",,90,35.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,The Calling
415,US,"Given about a year in French oak, less than half of it new, this is a cohesive blend of 53% Grenache, 29% Mourvèdre, 12% Syrah and 6% Counoise. It's brawny in meat and leather, blackberry and tar, with a velvety mouthfeel benefiting from integrated oak.",Elevation Annadel Gap Vineyard Estate,90,38.0,California,Sonoma Valley,Sonoma,Rhône-style Red Blend,Westwood
416,US,"This flavorful and beautifully contoured wine is simply delicious. It has a lightly spicy aroma, plenty of fresh red-cherry and plum flavors, moderate acidity and tannins, and medium body.",,90,22.0,California,Lodi,Central Valley,Tempranillo,Fenestra
417,Italy,"Round and ripe, this opens with aromas that recall baked plum, vanilla, anise and a whiff of leather. The approachable, juicy palate doles out mature black cherry, blackberry, mocha, dried sage, baking spice and licorice. Polished, fine-grained tannins provide support.",Berardo Riserva,90,30.0,Tuscany,Chianti Classico,,Sangiovese,Castello di Bossi
418,Italy,"Forest floor, black plum, menthol and a whiff of exotic spice unfold on this elegantly structured wine. The precise palate offers mature black cherry, ground pepper, licorice and hint of chewing tobacco framed in firm, fine-grained tannins. Drink through 2019.",,90,32.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Cecchi
419,Italy,"Scorched earth, underbrush, blue flower and woodland berry are some of the scents you'll find on this focused wine. The elegant, full-bodied palate delivers black raspberry, mature cherry, brown kitchen spice and a hint of leather alongside tightly wound but refined tannins. Drink 2016–2021.",Riserva,90,35.0,Tuscany,Chianti Classico,,Sangiovese,Cafaggio
420,US,"Though just four years old, this wine seems advanced with notes of dried cherry, vanilla, dried tobacco and blackberry. The dried cranberry and cherry flavors are rich and tart, backed by quite astringent tannins.",,87,36.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Dussek Family Cellars
421,US,"Lighter in color than many other bottlings, this shows cherry and pepper spice on a somewhat reserved nose. But that light color unleashes a lush and ripe palate, with red berries, nutmeg and game flavors showing most prominently.",Rapscallion,87,30.0,California,Paso Robles,Central Coast,Zinfandel,League of Rogues
422,US,"Tawny in color and wafting of potpourri and fallen leaves, this raspberry-inflected wine is already starting to show its maturity. Briskly concentrated and light on its feet, it makes an elegant sip to enjoy now before it loses its delicate, perfumed charms.",,87,20.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Serenity
423,US,"The aromas on this wine are quite light, conveying wood, herbs and red fruit. This contrasts with the sweet, rich fruit flavors with a gentle grip of tannins.",Weinbau,87,32.0,Washington,Wahluke Slope,Columbia Valley,Grenache,Sol Stone
424,Spain,"A mix of smoke and toast blends with fresh, crisp citrus aromas on the nose. That's followed by a foamy, reactive palate with flavors of pink grapefruit, orange, pepper and caramel. This remains foamy on the finish, which is peppery and slightly bitter in flavor.",Yá Cuvée 23 Brut Rosé,87,18.0,Catalonia,Cava,,Sparkling Blend,Sumarroca
425,Spain,"Raspberry, red currant and a pinch of oaky maple make up the nose on this Tinto Fino that sports a medium-weight body with medium-level intensity. Red-berry flavors follow the nose, while a crisp finish with red plum and raspberry flavors wraps things up.",Crianza,87,27.0,Northern Spain,Ribera del Duero,,Tempranillo,Trus
426,US,"A first release, this wine offers light suggestions of red apple, herbs and tropical fruit. It's medium bodied yet leaner in style with tart acids but the concentration doesn't seem all there.",,87,20.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Va Piano
427,France,"This wood-aged wine conveys mint aromas and new-wood flavors. It is rich, full in the mouth and developing quickly. The black currant fruitiness is fresh, giving a delicious, juicy wine to drink from 2016.",Cuvée Lucie,87,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Les Hauts de Tousquiron
428,US,"This presents a big, buttery, bold style, with no apologies for the full body and ripe fruit surrounded by toasty, oaky aromas and flavors. This is dry, rich in texture, and more savory or smoky rather than fruity.",Chandler Vineyard,87,30.0,California,Livermore Valley,Central Coast,Chardonnay,McGrail
429,US,"Heavy aromas and flavors of oak and smoke accompany ripe black cherry and boysenberry for a rich mixture. This wine is deeply colored, full bodied and pumped up with the flavors of heavily toasted oak. A firm but not harsh texture accompanies the almost sweet taste of all that oak.",Freakshow,87,20.0,California,Lodi,Central Valley,Cabernet Sauvignon,Michael David
430,US,"This wine offers notes of Red Hots, coffee, vanilla and herbs. Cherry and blackberry flavors are sweet and viscous in feel backed by dry tannins.",Reserve,87,23.0,Idaho,,,Cabernet Sauvignon,3 Horse Ranch Vineyards
431,US,"This blend of Marsanne (32%), Grenache Blanc (27%), Roussanne (24%), Picpoul (14%) and Viognier starts out reduced before opening to offer pear, peach, mineral and almond. It's medium bodied in feel.",Southern,87,22.0,Washington,Yakima Valley,Columbia Valley,Rhône-style White Blend,Cairdeas
432,Italy,"Earthy aromas include new leather, scorched soil, wild berry and a touch of funky game. On the robust palate, grilled sage, tobacco and licorice add depth to a core of fleshy wild cherry along a backbone of raspy tannins and searing alcohol. Drink after 2018.",Vigna Poggio Ronconi,87,75.0,Tuscany,Brunello di Montalcino,,Sangiovese,Citille di Sopra
433,Italy,"This features aromas of oak, wood shop, vanilla and toast. The densely colored, dark palate offers prune, roasted coffee bean, anise and oak alongside assertive, extremely astringent tannins that leave the mouth feeling dried out.",Filo di Seta,87,98.0,Tuscany,Brunello di Montalcino,,Sangiovese,Castello Romitorio
434,France,"Strongly aromatic, this wood-aged wine is perfumed with both toast and smokiness. The palate has fruit, but the acidity both from that fruit and the wood dominates, suggesting the wine needs to age. Drink from 2016.",,87,,Bordeaux,Graves,,Bordeaux-style White Blend,Château de Portets
435,US,"The nose on this wine from American Idol producers Nigel Lythgoe and Ken Warwick is a bit reluctant to show itself at first, then lets go of rounded red and purple fruits, with freshly turned soil and dust. Ripe black cherries and tart plum skins mix on the earthy palate, and the tannins will unfurl with more time.",,87,20.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Villa San Juliette
436,US,"This well-made, stainless-steel-fermented and aged Chardonnay offers notes of red apple and spice. It's straightforward and provides pleasant, easy drinking.",Unoaked,87,22.0,Idaho,,,Chardonnay,Hat Ranch
437,US,"This Riesling, Muscat and Viognier blend marries the best of each and provides a lot of value. Aromas suggest apricot, white flowers, orange peel and freshly baked biscuits. It drinks full bodied and dry, but with sweet fruit flavors that linger on the finish.",Chicken Dinner,87,16.0,Idaho,,,White Blend,Huston
438,Italy,"Here's a bright, crisp white that delivers aromas of apricot, nectarine, white peach and a whiff of Mediterranean brush that all carry over to the palate. Mineral notes add energy to the juicy fruit flavors, while zesty acidity generates a clean, refreshing finish.",Pagliatura,87,28.0,Tuscany,Maremma Toscana,,Vermentino,Fattoria di Magliano
439,Spain,"Initial aromas of aged cheese, gym shoes and overall funk are more complicated than easy. This is lacks a center point on the palate, while flavors of briny stone fruits are drawn, buttery and oxidized. A briny apricot note rises up on the finish.",Buleria Fino,87,25.0,Andalucia,Jerez,,Sherry,Bodegas Dios Baco S.L.
440,Italy,"A blend of 70% Cabernet Sauvignon and 30% Merlot, this wine features earthy aromas of leafy forest floor, tilled soil and dried black currant. The straightforward palate delivers juicy blackberry, raspberry and clove alongside smooth tannins. Drink through 2016.",Scirè,87,17.0,Tuscany,Bolgheri,,Red Blend,Ceralti
441,US,"All coming from Block 17 of Skyline Vineyard, this is aromatic with lime, mineral and stone fruit. It drinks just off dry (7g/L residual sugar), with a phenolic, almost creamy feel.",Dry,87,17.0,Idaho,,,Riesling,Coiled
442,Spain,"Wiry aromas of berry and spice are tempered by a touch of oaky vanilla. On the palate, there's a blend of creamy oak and sharp acidity, while flavors of plum and boysenberry are tart overall but again softened by barrel-driven vanilla notes. Snappy acidity makes for a moderately sharp, pointed finish.",Crianza,87,15.0,Northern Spain,Ribera del Duero,,Tempranillo,Condado de Oriza
443,Spain,"Smooth, nutty aromas include vanilla and flor scents. This has a dry palate with flavors of orange, lemon, salt and peanuts. It's crisp but metallic in feel, with angular acidity and a finish that's salty in flavor and slightly oily in texture.",Premium,87,16.0,Andalucia,Manzanilla-Sanlúcar de Barrameda,,Sherry,Delgado Zuleta
444,Spain,"Crisp, minty, herbal aromas of berry and plum lead to a bright, rumbling, tannic palate with energy. Blackberry and chocolate flavors are good and earthy, while the finish is plump but braced by lively acidity. This is well made and satisfying for a basic roble wine.",Roble 4 Meses en Barrica,87,15.0,Northern Spain,Ribera del Duero,,Tempranillo Blend,Señorío de Sotillo
445,US,"The oak notes of dried coconut, coffee bean and vanilla are far out front here and provide a good deal of the aromas and flavors. But some pretty things are going on in the bottle; it's just hard to get at them.",U50,87,38.0,Idaho,,,Tempranillo,Vale
446,Spain,"Berry and cherry aromas are fruity and clean. This blend of Carignan, Grenache and Syrah is big on the palate but also tannic, acidic and fierce. Black plum, blackberry and tomato flavors finish crisp and firm.",Brunus,87,28.0,Catalonia,Montsant,,Red Blend,Portal del Montsant
447,Italy,"This concentrated wine offers warm-climate aromas of stewed plum and scorched earth. The dense palate offers prune, baked black cherry, nutmeg and clove alongside velvety tannins. It's already accessible so drink soon to capture the remaining fruit flavors.",Riserva,87,52.0,Tuscany,Brunello di Montalcino,,Sangiovese,La Collina dei Lecci
448,Italy,"Aromas of cured meat, stewed fruit and toasted oak lead the nose. On the ripe palate, notes of powdered sage, vanilla and oak spices accent fleshy black plum. Bracing tannins provide the framework, but drink soon to capture the fruit richness.",Vigna Manapetra Riserva,87,58.0,Tuscany,Brunello di Montalcino,,Sangiovese,Fattoria La Lecciaia
449,Italy,"Aromas suggest oak, vanilla, plum, espresso and coconut. The tightly wound palate isn't very expressive but offers dried black fruit, roasted coffee bean and clove alongside raspy tannins, with the heat of alcohol on the close.",,87,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,Ferrero
450,Portugal,"Young Touriga Nacional vines produced this crisp, refreshing wine. With red currant flavor and a light touch of caramel, it's both fruity and full in the mouth. Drink now.",Superior,86,15.0,Douro,,,Rosé,Colinas do Douro
451,Italy,"Made with no added sulfites, this has aromas suggesting resin and balsamic notes. The palate is almost overripe and rather evolved, offering dried apricot and crystallized ginger while a note of candied nectarine zest marks the close.",Senza Solfiti Aggiunti,86,15.0,Veneto,Soave,,White Blend,Latium di Morini
452,US,"From an estate vineyard, this wine is robust, full-bodied and viscous, with an underlying hint of petrol and plenty of oak. There's a tartness behind its flavors that gives it a lift as it finds its way to the finish.",Cannon Block,86,26.0,California,Knights Valley,Sonoma,Chardonnay,Lawer
453,US,"There's a touch of barnyard on the nose of this bottling, which also shows a soy and sweet black cherry scents. The palate is marked by beef char and cooked black fruit flavors, with a twist of funkiness, lending intrigue.",,86,32.0,California,South Coast,South Coast,Syrah,Hawk Watch Winery
